src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count
192.168.1.38,104.18.39.21,,,6,1,86
176.205.35.155,192.168.1.38,,,17,72,100004
192.168.1.38,176.205.35.155,,,17,27,1776
192.168.1.38,49.47.141.91,,,6,1,62
176.205.35.155,192.168.1.38,,,17,76,107277
192.168.1.38,176.205.35.155,,,17,23,1528
49.47.141.91,192.168.1.38,,,6,1,54
142.250.70.74,192.168.1.38,,,17,1,122
192.168.1.38,142.250.70.74,,,17,1,79
176.205.35.155,192.168.1.38,,,17,76,105872
192.168.1.38,176.205.35.155,,,17,20,1342
192.168.1.33,224.0.0.251,,,17,1,81
176.205.35.155,192.168.1.38,,,17,68,94136
192.168.1.38,176.205.35.155,,,17,32,2069
176.205.35.155,192.168.1.38,,,17,76,105872
192.168.1.38,176.205.35.155,,,17,23,1511
192.168.1.38,117.248.49.152,,,6,1,62
176.205.35.155,192.168.1.38,,,17,74,105748
192.168.1.38,176.205.35.155,,,17,25,1584
176.205.35.155,192.168.1.38,,,17,71,99942
192.168.1.38,176.205.35.155,,,17,26,1740
140.82.113.21,192.168.1.38,,,6,1,62
192.168.1.38,140.82.113.21,,,6,2,625
176.205.35.155,192.168.1.38,,,17,75,108620
192.168.1.38,176.205.35.155,,,17,20,1394
104.199.241.202,192.168.1.38,,,6,1,65
104.18.39.21,192.168.1.38,,,6,2,132
192.168.1.38,104.18.39.21,,,6,1,86
192.168.1.38,104.199.241.202,,,6,1,54
176.205.35.155,192.168.1.38,,,17,70,101285
192.168.1.38,176.205.35.155,,,17,28,1838
140.82.112.26,192.168.1.38,,,6,1,79
192.168.1.38,140.82.112.26,,,6,1,87
192.168.1.38,51.190.21.37,,,17,1,107
192.168.1.38,77.91.229.218,,,17,1,58
192.168.1.38,34.66.57.33,,,6,1,62
176.205.35.155,192.168.1.38,,,17,64,86863
192.168.1.38,176.205.35.155,,,17,21,1387
142.250.70.74,192.168.1.38,,,17,2,244
192.168.1.38,142.250.70.74,,,17,2,159
192.168.1.38,142.250.207.162,,,17,5,4124
192.168.1.38,35.186.224.24,,,17,2,2584
192.168.1.38,35.186.224.24,,,6,1,673
185.77.205.5,192.168.1.38,,,17,1,110
176.205.35.155,192.168.1.38,,,17,45,63205
192.168.1.38,176.205.35.155,,,17,12,778
192.168.1.38,35.186.224.22,,,17,8,3395
192.168.1.38,35.186.224.22,,,6,9,3750
35.186.224.22,192.168.1.38,,,17,9,4214
35.186.224.22,192.168.1.38,,,6,10,741
192.168.1.38,23.55.244.27,,,6,3,742
23.55.244.27,192.168.1.38,,,6,3,6451
176.205.35.155,192.168.1.38,,,17,84,119013
192.168.1.38,176.205.35.155,,,17,16,1077
176.205.35.155,192.168.1.38,,,17,83,117546
192.168.1.38,176.205.35.155,,,17,17,1424
176.205.35.155,192.168.1.38,,,17,72,104219
192.168.1.38,176.205.35.155,,,17,28,1847
176.205.35.155,192.168.1.38,,,17,78,111616
192.168.1.38,176.205.35.155,,,17,22,1475
176.205.35.155,192.168.1.38,,,17,65,92545
192.168.1.38,176.205.35.155,,,17,35,2255
176.205.35.155,192.168.1.38,,,17,73,101471
192.168.1.38,176.205.35.155,,,17,22,1526
192.168.1.38,116.73.134.32,,,6,1,62
103.125.179.183,192.168.1.38,,,6,1,54
192.168.1.38,154.72.20.43,,,6,1,62
45.249.43.50,192.168.1.38,,,1,1,94
192.168.1.38,193.200.221.4,,,6,1,62
176.205.35.155,192.168.1.38,,,17,75,107215
192.168.1.38,176.205.35.155,,,17,24,1573
192.168.1.35,239.255.255.250,,,17,1,167
176.205.35.155,192.168.1.38,,,17,79,111678
192.168.1.38,176.205.35.155,,,17,21,1387
192.168.1.38,176.205.35.155,,,17,10,654
176.205.35.155,192.168.1.38,,,17,30,39795
142.250.70.74,192.168.1.38,,,17,1,202
192.168.1.38,142.250.70.74,,,17,1,81
192.168.1.38,162.159.61.3,,,17,2,614
192.168.1.38,104.18.32.47,,,17,43,49611
104.18.32.47,192.168.1.38,,,17,13,856
176.205.35.155,192.168.1.38,,,17,65,89735
192.168.1.38,176.205.35.155,,,17,31,2101
49.37.40.44,192.168.1.38,,,6,1,54
192.168.1.38,185.184.192.244,,,6,1,62
192.168.1.38,220.44.106.157,,,6,1,62
192.168.1.38,152.58.158.5,,,6,1,62
103.159.32.22,192.168.1.38,,,1,1,70
89.234.156.205,192.168.1.38,,,17,1,58
192.168.1.38,89.234.156.205,,,17,1,151
176.205.35.155,192.168.1.38,,,17,62,89549
192.168.1.38,176.205.35.155,,,17,33,2131
104.18.32.47,192.168.1.38,,,17,1,929
192.168.1.38,104.18.32.47,,,17,1,91
176.205.35.155,192.168.1.38,,,17,51,72007
192.168.1.38,176.205.35.155,,,17,37,2477
192.168.1.38,81.79.141.51,,,6,1,62
192.168.1.38,104.18.32.47,,,17,11,13356
192.168.1.38,103.77.47.229,,,6,1,54
192.168.1.38,103.211.135.101,,,17,1,68
176.205.35.155,192.168.1.38,,,17,62,90954
192.168.1.38,176.205.35.155,,,17,35,2204
103.211.135.101,192.168.1.38,,,17,1,62
176.205.35.155,192.168.1.38,,,17,46,61862
23.55.244.49,192.168.1.38,,,6,4,4887
192.168.1.38,23.55.244.49,,,6,1,54
192.168.1.38,176.205.35.155,,,17,22,1441
192.168.1.38,31.13.87.5,,,17,1,72
31.13.87.5,192.168.1.38,,,17,2,180
35.186.224.22,192.168.1.38,,,17,7,529
192.168.1.38,35.186.224.22,,,17,13,16163
23.55.244.9,192.168.1.38,,,6,3,2129
192.168.1.38,23.55.244.9,,,6,1,54
23.55.244.9,192.168.1.38,,,6,57,94919
192.168.1.38,23.55.244.9,,,6,42,2716
192.168.1.38,35.186.224.24,,,17,1,74
176.205.35.155,192.168.1.38,,,17,66,95417
192.168.1.38,176.205.35.155,,,17,28,1838
192.168.1.38,35.186.224.22,,,17,2,268
35.186.224.22,192.168.1.38,,,17,1,72
104.18.39.21,192.168.1.38,,,6,2,132
192.168.1.38,104.18.39.21,,,6,1,86
176.205.35.155,192.168.1.38,,,17,75,105810
192.168.1.38,176.205.35.155,,,17,19,1296
192.168.1.38,46.153.243.122,,,6,2,124
46.153.243.122,192.168.1.38,,,6,1,54
192.168.1.38,188.114.8.58,,,17,1,146
103.211.135.101,192.168.1.38,,,17,1,62
188.114.8.58,192.168.1.38,,,17,1,352
45.249.43.50,192.168.1.38,,,1,1,94
176.205.35.155,192.168.1.38,,,17,65,91140
192.168.1.38,176.205.35.155,,,17,30,1945
20.189.173.10,192.168.1.38,,,6,3,270
192.168.1.38,20.189.173.10,,,6,1,54
176.205.35.155,192.168.1.38,,,17,67,96884
192.168.1.38,176.205.35.155,,,17,32,2086
192.168.1.38,224.0.0.22,,,2,1,54
176.205.35.155,192.168.1.38,,,17,66,91202
192.168.1.38,176.205.35.155,,,17,34,2210
176.205.35.155,192.168.1.38,,,17,60,85210
192.168.1.38,176.205.35.155,,,17,38,2424
192.168.1.35,224.0.0.251,,,17,1,103
176.205.35.155,192.168.1.38,,,17,57,79404
192.168.1.38,176.205.35.155,,,17,37,2379
192.168.1.38,104.18.32.47,,,17,6,6964
35.186.224.24,192.168.1.38,,,6,1,66
192.168.1.38,171.222.183.194,,,6,1,62
192.168.1.38,144.48.108.198,,,6,1,62
192.168.1.38,131.255.64.208,,,6,1,62
192.168.1.38,150.129.135.202,,,6,1,62
192.168.1.38,36.5.246.0,,,6,1,62
192.168.1.38,49.37.10.110,,,6,1,62
192.168.1.38,152.128.2.230,,,6,1,62
192.168.1.38,72.255.80.93,,,6,1,62
192.168.1.38,82.86.172.23,,,6,1,62
192.168.1.38,172.116.165.234,,,6,1,62
192.168.1.38,62.236.96.99,,,6,1,62
192.168.1.38,36.1.73.0,,,6,1,62
192.168.1.38,49.43.179.182,,,6,1,62
192.168.1.38,21.186.78.51,,,6,1,62
192.168.1.38,165.106.36.14,,,6,1,62
192.168.1.38,36.7.20.0,,,6,1,62
192.168.1.38,64.96.228.187,,,6,1,62
192.168.1.38,36.9.64.226,,,6,1,62
192.168.1.38,168.107.1.77,,,6,1,62
192.168.1.38,223.185.135.78,,,6,1,62
192.168.1.38,136.189.143.64,,,6,1,62
192.168.1.38,183.217.146.226,,,6,1,62
192.168.1.38,17.53.157.149,,,6,1,62
192.168.1.38,26.191.197.198,,,6,1,62
192.168.1.38,113.141.172.76,,,6,1,62
192.168.1.38,201.117.43.34,,,6,1,62
192.168.1.38,178.173.31.72,,,6,1,62
192.168.1.38,131.72.208.129,,,6,1,62
192.168.1.38,70.184.15.146,,,6,1,62
192.168.1.38,36.5.172.192,,,6,1,62
192.168.1.38,112.9.225.2,,,6,1,62
192.168.1.38,43.18.16.112,,,6,1,62
192.168.1.38,89.249.72.9,,,6,1,62
176.205.35.155,192.168.1.38,,,17,44,64548
192.168.1.38,176.205.35.155,,,17,18,1303
192.168.1.38,74.1.121.85,,,6,1,62
192.168.1.38,27.34.73.75,,,6,1,62
192.168.1.38,89.114.193.67,,,6,1,62
163.223.0.53,192.168.1.38,,,1,1,70
176.205.35.155,192.168.1.38,,,17,68,96946
192.168.1.38,176.205.35.155,,,17,30,2185
192.168.1.38,45.118.105.158,,,6,1,62
193.93.25.22,192.168.1.38,,,1,1,90
192.168.1.38,142.250.70.106,,,17,1,75
142.250.70.106,192.168.1.38,,,17,1,69
176.205.35.155,192.168.1.38,,,17,56,79342
192.168.1.38,176.205.35.155,,,17,41,2627
192.168.1.38,9.9.9.9,,,17,1,70
176.205.35.155,192.168.1.38,,,17,53,77751
192.168.1.38,176.205.35.155,,,17,23,1429
192.168.1.38,172.64.148.235,,,6,2,206
192.168.1.38,104.18.32.47,,,17,15,16146
172.64.148.235,192.168.1.38,,,6,1,134
104.18.32.47,192.168.1.38,,,17,6,397
192.168.1.38,239.255.255.250,,,17,1,212
176.205.35.155,192.168.1.38,,,17,55,75065
192.168.1.38,176.205.35.155,,,17,31,2024
140.82.114.22,192.168.1.38,,,6,3,774
192.168.1.38,140.82.114.22,,,6,3,186
192.168.1.38,152.59.62.51,,,6,1,62
192.168.1.38,20.207.73.82,,,6,1,247
20.207.73.82,192.168.1.38,,,6,1,54
115.99.217.164,192.168.1.38,,,17,1,62
192.168.1.38,13.89.178.27,,,6,3,2742
176.205.35.155,192.168.1.38,,,17,64,89673
192.168.1.38,176.205.35.155,,,17,36,2351
193.200.221.4,192.168.1.38,,,6,1,54
192.168.1.38,172.64.148.235,,,6,2,206
172.64.148.235,192.168.1.38,,,6,2,188
192.168.1.38,104.18.32.47,,,17,16,16237
176.205.35.155,192.168.1.38,,,17,52,74879
192.168.1.38,176.205.35.155,,,17,19,1246
104.18.32.47,192.168.1.38,,,17,7,466
192.168.1.38,103.125.179.183,,,6,1,62
176.205.35.155,192.168.1.38,,,17,48,67606
192.168.1.38,176.205.35.155,,,17,19,1246
100.52.41.0,192.168.1.38,,,6,1,62
192.168.1.38,162.159.61.3,,,17,3,711
162.159.61.3,192.168.1.38,,,17,3,1319
192.168.1.38,224.0.0.22,,,2,1,54
192.168.1.38,142.250.195.14,,,17,11,6828
142.250.195.14,192.168.1.38,,,17,14,6316
176.205.35.155,192.168.1.38,,,17,68,98351
192.168.1.38,176.205.35.155,,,17,25,1652
199.232.214.248,192.168.1.38,,,6,1,66
192.168.1.38,172.64.148.235,,,6,2,206
104.18.39.21,192.168.1.38,,,6,2,132
192.168.1.38,104.18.39.21,,,6,1,86
172.64.148.235,192.168.1.38,,,6,1,133
176.205.35.155,192.168.1.38,,,17,73,97256
192.168.1.38,176.205.35.155,,,17,23,1513
140.82.112.26,192.168.1.38,,,6,1,79
192.168.1.38,140.82.112.26,,,6,1,87
192.168.1.38,117.248.49.152,,,6,1,62
192.168.1.38,103.158.91.214,,,6,1,62
176.205.35.155,192.168.1.38,,,17,70,101285
192.168.1.38,176.205.35.155,,,17,28,1736
192.168.1.38,188.32.202.192,,,17,1,107
188.32.202.192,192.168.1.38,,,17,1,110
116.193.137.120,192.168.1.38,,,6,55,91010
192.168.1.38,116.193.137.120,,,6,19,1094
176.205.35.155,192.168.1.38,,,17,17,24939
192.168.1.38,176.205.35.155,,,17,5,333
182.181.186.200,192.168.1.38,,,6,2,351
192.168.1.38,182.181.186.200,,,6,2,108
104.18.32.47,192.168.1.38,,,17,1,243
176.205.35.155,192.168.1.38,,,17,55,79280
192.168.1.38,176.205.35.155,,,17,27,1742
192.168.1.38,104.18.32.47,,,17,1,91
192.168.1.38,157.10.26.125,,,6,1,62
192.168.1.38,45.64.239.117,,,6,1,62
192.168.1.38,112.196.188.4,,,6,1,62
192.168.1.38,157.10.56.110,,,6,1,62
192.168.1.38,154.208.33.201,,,6,1,62
192.168.1.38,49.206.8.59,,,6,1,62
192.168.1.38,103.192.64.222,,,6,1,62
192.168.1.38,49.36.81.238,,,6,1,62
192.168.1.38,122.177.240.208,,,6,1,62
192.168.1.38,39.50.239.158,,,6,1,62
192.168.1.38,59.91.221.112,,,6,1,62
192.168.1.38,103.245.3.185,,,6,1,62
192.168.1.38,165.99.174.212,,,6,1,62
192.168.1.38,146.70.229.15,,,6,1,62
192.168.1.38,103.41.24.246,,,6,1,62
192.168.1.38,115.187.43.180,,,6,1,62
192.168.1.38,162.159.61.3,,,17,6,1388
142.250.207.194,192.168.1.38,,,17,3,225
192.168.1.38,35.186.224.24,,,17,6,2480
35.186.224.24,192.168.1.38,,,17,4,320
192.168.1.38,104.18.32.47,,,17,1,91
192.168.1.38,142.250.207.194,,,17,1,77
162.159.61.3,192.168.1.38,,,17,7,2713
192.168.1.38,35.186.224.24,,,6,2,108
192.168.1.38,172.217.25.163,,,6,1,62
35.186.224.24,192.168.1.38,,,6,1,54
142.251.222.66,192.168.1.38,,,17,12,1333
192.168.1.38,142.251.222.66,,,17,5,389
142.250.67.162,192.168.1.38,,,17,14,14502
192.168.1.38,142.250.67.162,,,17,7,516
192.168.1.38,142.250.67.161,,,17,9,4844
142.250.67.161,192.168.1.38,,,17,10,9071
176.205.35.155,192.168.1.38,,,17,7,10269
192.168.1.38,176.205.35.155,,,17,4,248
192.168.1.38,35.186.224.35,,,6,1,97
35.186.224.35,192.168.1.38,,,6,2,148
176.205.35.155,192.168.1.38,,,17,60,88020
192.168.1.38,176.205.35.155,,,17,33,2271
192.168.1.38,119.15.154.105,,,6,1,62
104.18.32.47,192.168.1.38,,,17,2,1554
192.168.1.38,104.18.32.47,,,17,1,93
176.205.35.155,192.168.1.38,,,17,70,99880
192.168.1.38,176.205.35.155,,,17,30,2101
176.205.35.155,192.168.1.38,,,17,66,95417
192.168.1.38,176.205.35.155,,,17,34,2242
176.205.35.155,192.168.1.38,,,17,65,93950
192.168.1.38,176.205.35.155,,,17,34,2278
192.168.1.38,37.19.197.235,,,6,1,62
176.205.35.155,192.168.1.38,,,17,73,107091
192.168.1.38,176.205.35.155,,,17,26,2409
192.168.1.38,224.0.0.22,,,2,1,54
176.205.35.155,192.168.1.38,,,17,68,96946
192.168.1.38,176.205.35.155,,,17,32,2069
176.205.35.155,192.168.1.38,,,17,69,97008
192.168.1.38,176.205.35.155,,,17,26,1750
192.168.1.38,103.75.21.251,,,6,1,62
104.18.32.47,192.168.1.38,,,17,1,687
192.168.1.38,104.18.32.47,,,17,1,93
192.168.1.38,192.178.211.188,,,6,1,55
192.178.211.188,192.168.1.38,,,6,1,66
23.55.244.27,192.168.1.38,,,6,56,95324
192.168.1.38,23.55.244.27,,,6,26,1656
176.205.35.155,192.168.1.38,,,17,14,19133
192.168.1.38,176.205.35.155,,,17,4,266
176.205.35.155,192.168.1.38,,,17,51,69197
192.168.1.38,176.205.35.155,,,17,11,789
192.168.1.38,116.73.134.32,,,6,1,62
192.168.1.38,35.186.224.22,,,17,12,12671
35.186.224.22,192.168.1.38,,,17,7,662
192.168.1.38,47.11.99.200,,,6,1,62
192.168.1.38,119.15.154.100,,,6,1,62
192.168.1.38,103.83.128.83,,,6,1,62
192.168.1.38,223.123.73.233,,,6,1,62
192.168.1.38,60.254.31.137,,,6,5,346
115.99.217.164,192.168.1.38,,,1,1,90
104.18.32.47,192.168.1.38,,,17,1,684
192.168.1.38,142.250.70.106,,,17,1,75
60.254.31.137,192.168.1.38,,,6,4,224
142.250.70.106,192.168.1.38,,,17,1,67
192.168.1.38,104.18.32.47,,,17,1,91
176.205.35.155,192.168.1.38,,,17,56,80747
192.168.1.38,176.205.35.155,,,17,42,2689
192.168.1.38,103.75.21.251,,,17,2,208
116.193.137.120,192.168.1.38,,,6,50,82783
192.168.1.38,116.193.137.120,,,6,49,2816
192.168.1.38,176.205.35.155,,,17,1,79
116.193.137.120,192.168.1.38,,,6,26,38324
192.168.1.38,116.193.137.120,,,6,12,648
176.205.35.155,192.168.1.38,,,17,37,51469
192.168.1.38,176.205.35.155,,,17,23,1477
104.16.103.112,192.168.1.38,,,6,1,92
192.168.1.38,104.16.103.112,,,6,1,100
176.205.35.155,192.168.1.38,,,17,59,83743
192.168.1.38,176.205.35.155,,,17,41,2627
176.205.35.155,192.168.1.38,,,17,54,77813
192.168.1.38,176.205.35.155,,,17,31,2114
192.168.1.38,104.18.32.47,,,17,9,10239
104.18.32.47,192.168.1.38,,,17,5,330
192.168.1.38,239.255.255.250,,,17,1,212
176.205.35.155,192.168.1.38,,,17,59,86553
192.168.1.38,176.205.35.155,,,17,33,2097
13.89.178.27,192.168.1.38,,,6,1,153
192.168.1.38,13.89.178.27,,,6,1,89
192.168.1.38,193.243.172.159,,,17,1,146
104.18.32.47,192.168.1.38,,,17,4,3357
192.168.1.38,104.18.32.47,,,17,1,91
37.112.209.224,192.168.1.38,,,17,1,352
176.205.35.155,192.168.1.38,,,17,70,101285
192.168.1.38,176.205.35.155,,,17,29,1900
176.205.35.155,192.168.1.38,,,17,61,86677
192.168.1.38,176.205.35.155,,,17,39,2537
176.205.35.155,192.168.1.38,,,17,62,88144
192.168.1.38,176.205.35.155,,,17,26,1680
192.168.1.38,142.250.70.74,,,17,2,366
104.18.32.47,192.168.1.38,,,17,3,817
192.168.1.38,104.18.32.47,,,17,2,188
142.250.70.74,192.168.1.38,,,17,1,75
103.139.5.108,192.168.1.38,,,6,2,108
192.168.1.38,103.139.5.108,,,6,2,108
176.205.35.155,192.168.1.38,,,17,64,89673
192.168.1.38,176.205.35.155,,,17,35,2238
176.205.35.155,192.168.1.38,,,17,62,83929
192.168.1.38,176.205.35.155,,,17,38,2424
176.205.35.155,192.168.1.38,,,17,56,76532
192.168.1.38,176.205.35.155,,,17,41,2627
192.168.1.1,224.0.0.1,,,2,1,50
176.205.35.155,192.168.1.38,,,17,66,94012
192.168.1.38,176.205.35.155,,,17,33,2131
192.168.1.38,224.0.0.22,,,2,1,54
176.205.35.155,192.168.1.38,,,17,65,89735
192.168.1.38,176.205.35.155,,,17,35,2255
192.168.1.38,1.1.1.1,,,17,2,148
13.89.178.27,192.168.1.38,,,6,4,251
176.205.35.155,192.168.1.38,,,17,49,70478
1.1.1.1,192.168.1.38,,,17,2,248
192.168.1.38,20.207.73.85,,,6,13,5248
192.168.1.38,23.55.244.9,,,6,2,110
20.207.73.85,192.168.1.38,,,6,11,4186
192.168.1.38,13.89.178.27,,,6,1,54
23.55.244.9,192.168.1.38,,,6,2,132
192.168.1.38,176.205.35.155,,,17,14,936
176.205.35.155,192.168.1.38,,,17,69,97008
192.168.1.38,176.205.35.155,,,17,31,2007
176.205.35.155,192.168.1.38,,,17,57,79404
192.168.1.38,176.205.35.155,,,17,42,2774
100.52.41.0,192.168.1.38,,,6,1,62
192.168.1.38,217.138.206.172,,,6,1,62
192.168.1.38,158.173.152.52,,,6,1,62
176.205.35.155,192.168.1.38,,,17,64,92483
192.168.1.38,176.205.35.155,,,17,29,1798
192.168.1.38,34.143.74.2,,,6,1,59
34.143.74.2,192.168.1.38,,,6,1,66
192.168.1.38,5.79.83.194,,,6,1,62
192.168.1.38,172.237.146.38,,,6,1,62
158.173.152.52,192.168.1.38,,,6,1,54
176.205.35.155,192.168.1.38,,,17,70,98475
192.168.1.38,176.205.35.155,,,17,30,1928
192.168.1.38,116.193.137.120,,,6,26,1584
176.205.35.155,192.168.1.38,,,17,32,46944
192.168.1.38,176.205.35.155,,,17,12,744
116.193.137.120,192.168.1.38,,,6,30,74040
116.193.137.120,192.168.1.38,,,6,28,78865
192.168.1.38,116.193.137.120,,,6,21,1315
176.205.35.155,192.168.1.38,,,17,39,52998
192.168.1.38,176.205.35.155,,,17,12,778
176.205.35.155,192.168.1.38,,,17,19,23658
116.193.137.120,192.168.1.38,,,6,43,172722
192.168.1.38,116.193.137.120,,,6,28,1679
192.168.1.38,35.186.224.24,,,17,3,2238
35.186.224.24,192.168.1.38,,,17,1,69
192.168.1.38,176.205.35.155,,,17,6,393
176.205.35.155,192.168.1.38,,,17,28,41076
192.168.1.38,176.205.35.155,,,17,8,547
1.1.1.1,192.168.1.38,,,17,1,114
192.168.1.38,9.9.9.9,,,17,1,79
192.168.1.38,172.67.193.226,,,6,3,547
172.67.193.226,192.168.1.38,,,6,4,1085
116.193.137.120,192.168.1.38,,,6,28,46952
192.168.1.38,116.193.137.120,,,6,26,1872
192.168.1.38,1.1.1.1,,,17,1,79
116.193.137.120,192.168.1.38,,,6,42,196808
192.168.1.38,116.193.137.120,,,6,35,2001
104.18.32.47,192.168.1.38,,,17,3,1181
192.168.1.38,104.18.32.47,,,17,3,273
192.168.1.38,192.178.211.188,,,6,1,55
192.178.211.188,192.168.1.38,,,6,1,66
192.168.1.38,57.144.124.192,,,6,4,296
57.144.124.192,192.168.1.38,,,6,4,272
192.168.1.38,176.205.35.155,,,17,3,204
176.205.35.155,192.168.1.38,,,17,4,3058
176.205.35.155,192.168.1.38,,,17,74,105748
192.168.1.38,176.205.35.155,,,17,24,1590
104.18.32.47,192.168.1.38,,,17,1,243
192.168.1.38,104.18.32.47,,,17,1,93
176.205.35.155,192.168.1.38,,,17,66,92607
192.168.1.38,176.205.35.155,,,17,32,2069
104.18.32.47,192.168.1.38,,,17,1,251
192.168.1.38,104.18.32.47,,,17,1,91
176.205.35.155,192.168.1.38,,,17,71,101347
192.168.1.38,176.205.35.155,,,17,25,1669
104.18.32.47,192.168.1.38,,,17,2,506
192.168.1.38,104.18.32.47,,,17,2,182
176.205.35.155,192.168.1.38,,,17,66,91202
192.168.1.38,43.230.92.88,,,6,1,62
192.168.1.38,103.237.157.223,,,6,1,62
192.168.1.38,103.157.203.22,,,6,1,62
192.168.1.38,198.56.24.196,,,6,1,62
192.168.1.38,5.107.207.3,,,6,1,62
192.168.1.38,193.119.83.4,,,6,1,62
192.168.1.38,103.190.41.128,,,6,1,62
192.168.1.38,150.129.135.198,,,6,1,62
192.168.1.38,103.57.240.187,,,6,1,62
192.168.1.38,176.205.35.155,,,17,21,1370
104.18.32.47,192.168.1.38,,,17,1,237
192.168.1.38,115.187.42.41,,,6,1,62
192.168.1.38,104.18.32.47,,,17,1,91
192.168.1.38,239.255.255.250,,,17,1,212
192.168.1.38,120.89.105.70,,,6,1,62
192.168.1.38,117.233.158.3,,,6,1,62
176.205.35.155,192.168.1.38,,,17,72,101409
192.168.1.38,176.205.35.155,,,17,26,1663
192.168.1.38,95.12.121.197,,,17,1,146
176.205.35.155,192.168.1.38,,,17,72,102814
192.168.1.38,176.205.35.155,,,17,27,1910
176.205.35.155,192.168.1.38,,,17,63,89611
192.168.1.38,176.205.35.155,,,17,36,2317
192.168.1.38,210.244.71.26,,,6,1,62
176.205.35.155,192.168.1.38,,,17,46,67482
192.168.1.38,176.205.35.155,,,17,32,2052
142.250.70.74,192.168.1.38,,,17,2,188
192.168.1.38,142.250.70.74,,,17,1,78
192.168.1.38,162.159.61.3,,,17,3,711
162.159.61.3,192.168.1.38,,,17,3,1320
192.168.1.38,142.250.207.234,,,17,8,8477
142.250.207.234,192.168.1.38,,,17,5,4000
192.168.1.38,5.79.83.193,,,6,1,62
192.168.1.38,172.233.219.49,,,6,1,62
104.18.32.47,192.168.1.38,,,17,2,750
192.168.1.38,104.18.32.47,,,17,2,182
192.168.1.35,224.0.0.251,,,17,1,103
176.205.35.155,192.168.1.38,,,17,68,95541
192.168.1.38,176.205.35.155,,,17,23,1559
45.249.43.50,192.168.1.38,,,1,1,94
176.205.35.155,192.168.1.38,,,17,60,85210
192.168.1.38,176.205.35.155,,,17,40,2565
176.205.35.155,192.168.1.38,,,17,58,82276
192.168.1.38,176.205.35.155,,,17,42,2689
176.205.35.155,192.168.1.38,,,17,59,85148
192.168.1.38,176.205.35.155,,,17,41,2878
176.205.35.155,192.168.1.38,,,17,57,82214
192.168.1.38,176.205.35.155,,,17,13,874
116.193.137.120,192.168.1.38,,,6,16,78964
192.168.1.38,116.193.137.120,,,6,14,807
116.193.137.120,192.168.1.38,,,6,29,62626
192.168.1.38,116.193.137.120,,,6,30,1988
176.205.35.155,192.168.1.38,,,17,33,48411
192.168.1.38,176.205.35.155,,,17,8,547
116.193.137.120,192.168.1.38,,,6,49,102888
192.168.1.38,116.193.137.120,,,6,47,2640
176.205.35.155,192.168.1.38,,,17,2,2934
192.168.1.38,176.205.35.155,,,17,1,62
104.18.32.47,192.168.1.38,,,17,1,243
104.18.32.47,192.168.1.38,,,17,2,325
116.193.137.120,192.168.1.38,,,6,45,79110
192.168.1.38,116.193.137.120,,,6,39,2174
192.168.1.38,104.18.32.47,,,17,1,96
176.205.35.155,192.168.1.38,,,17,11,14732
192.168.1.38,176.205.35.155,,,17,2,124
176.205.35.155,192.168.1.38,,,17,60,85210
116.193.137.120,192.168.1.38,,,6,13,64602
192.168.1.38,116.193.137.120,,,6,11,662
192.168.1.38,176.205.35.155,,,17,16,1077
192.168.1.38,104.18.32.47,,,17,17,19201
176.205.35.155,192.168.1.38,,,17,15,22005
192.168.1.38,176.205.35.155,,,17,3,203
104.18.32.47,192.168.1.38,,,17,14,924
116.193.137.120,192.168.1.38,,,6,29,42746
192.168.1.38,116.193.137.120,,,6,21,1194
192.168.1.38,211.75.205.188,,,17,1,58
